Group Name,CVE,CVSS Version,Severity,Description,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Confidentiality,Integrity,Availability,CPE String
LockBit,CVE-2021-22003,3.1,7.5 ,"VMware Workspace ONE Access and Identity Manager, unintentionally provide a login interface on port 7443. A malicious actor with network access to port 7443 may attempt user enumeration or brute force the login endpoint, which may or may not be practical based on lockout policy configuration and password complexity for the target account.",Network,Low,None,None,High,None,None,"[['Application', 'vmware', 'identity_manager', '3.3.2'], ['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager', '3.3.4'], ['Application', 'vmware', 'identity_manager', '3.3.5'], ['Application', 'vmware', 'workspace_one_access', '20.01'], ['Application', 'vmware', 'workspace_one_access', '20.10'], ['Application', 'vmware', 'workspace_one_access', '20.10.01'], ['Application', 'vmware', 'cloud_foundation', '4.0'], ['Application', 'vmware', 'cloud_foundation', '4.0.1'], ['Application', 'vmware', 'cloud_foundation', '4.1'], ['Application', 'vmware', 'cloud_foundation', '4.1.0.1'], ['Application', 'vmware', 'cloud_foundation', '4.2.1'], ['Application', 'vmware', 'vrealize_suite_lifecycle_manager', '8.0'], ['Application', 'vmware', 'vrealize_suite_lifecycle_manager', '8.0.1']]"
LockBit,CVE-2021-45046,3.1,9.0 ,"It was found that the fix to address CVE-2021-44228 in Apache Log4j 2.15.0 was incomplete in certain non-default configurations. This could allows attackers with control over Thread Context Map (MDC) input data when the logging configuration uses a non-default Pattern Layout with either a Context Lookup (for example, $${ctx:loginId}) or a Thread Context Map pattern (%X, %mdc, or %MDC) to craft malicious input data using a JNDI Lookup pattern resulting in an information leak and remote code execution in some environments and local code execution in all environments. Log4j 2.16.0 (Java 8) and 2.12.2 (Java 7) fix this issue by removing support for message lookup patterns and disabling JNDI functionality by default.",Network,High,None,None,High,High,High,"[['Operating System', 'siemens', '6bk1602-0aa12-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'siemens', '6bk1602-0aa12-0tp0', '-'], ['Operating System', 'siemens', '6bk1602-0aa22-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'siemens', '6bk1602-0aa22-0tp0', '-'], ['Operating System', 'siemens', '6bk1602-0aa32-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'siemens', '6bk1602-0aa32-0tp0', '-'], ['Operating System', 'siemens', '6bk1602-0aa42-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'siemens', '6bk1602-0aa42-0tp0', '-'], ['Operating System', 'siemens', '6bk1602-0aa52-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'siemens', '6bk1602-0aa52-0tp0', '-'], ['Operating System', 'fedoraproject', 'fedora', '34'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Application', 'siemens', 'captial', 'versions up to (excluding) 2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'comos', '*'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.0'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.1'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.2'], ['Application', 'siemens', 'desigo_cc_advanced_reports', ''], ['Application', 'siemens', 'captial', 'versions up to (excluding) 2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'comos', '*'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.0'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.1'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.2'], ['Application', 'siemens', 'desigo_cc_advanced_reports', ''], ['Application', 'sonicwall', 'email_security', 'versions up to (excluding) 10.0'], ['Operating System', 'debian', 'debian_linux', '10.0'], ['Operating System', 'debian', 'debian_linux', '11.0'], ['Application', 'netapp', 'brocade_san_navigator', '-'], ['Application', 'netapp', 'cloud_insights_acquisition_unit', '-'], ['Application', 'netapp', 'cloud_manager', '-'], ['Application', 'netapp', 'cloud_secure_agent', '-'], ['Application', 'netapp', 'oncommand_insight', '-'], ['Application', 'netapp', 'ontap_tools', '-'], ['Application', 'netapp', 'snapcenter', '-'], ['Operating System', 'siemens', 'sppa-t3000_ses3000_firmware', '*'], ['Hardware Devices', 'siemens', 'sppa-t3000_ses3000', '-'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'intel', 'audio_development_kit', '-'], ['Application', 'intel', 'datacenter_manager', '-'], ['Application', 'intel', 'oneapi', '-'], ['Application', 'intel', 'secure_device_onboard', '-'], ['Application', 'intel', 'system_debugger', '-'], ['Application', 'intel', 'audio_development_kit', '-'], ['Application', 'intel', 'computer_vision_annotation_tool', '-'], ['Application', 'intel', 'datacenter_manager', '-'], ['Application', 'intel', 'genomics_kernel_library', '-'], ['Application', 'intel', 'oneapi', '-'], ['Application', 'intel', 'secure_device_onboard', '-'], ['Application', 'intel', 'sensor_solution_firmware_development_kit', '-'], ['Application', 'intel', 'system_debugger', '-'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Application', 'siemens', 'captial', 'versions up to (excluding) 2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'comos', '*'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.0'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.1'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.2'], ['Application', 'siemens', 'desigo_cc_advanced_reports', ''], ['Application', 'arubanetworks', 'silver_peak_orchestrator', '-'], ['Application', 'siemens', 'capital', '-'], ['Application', 'siemens', 'cosmos', '-'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '*'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '-'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '4.0'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '4.1'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'debian', 'debian_linux', '10.0'], ['Operating System', 'debian', 'debian_linux', '11.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'arubanetworks', 'silver_peak_orchestrator', '-'], ['Application', 'intel', 'audio_development_kit', '-'], ['Application', 'intel', 'datacenter_manager', '-'], ['Application', 'intel', 'oneapi', '-'], ['Application', 'intel', 'secure_device_onboard', '-'], ['Application', 'intel', 'system_debugger', '-'], ['Application', 'netapp', 'brocade_san_navigator', '-'], ['Application', 'netapp', 'cloud_insights_acquisition_unit', '-'], ['Application', 'netapp', 'cloud_manager', '-'], ['Application', 'netapp', 'cloud_secure_agent', '-'], ['Application', 'netapp', 'oncommand_insight', '-'], ['Application', 'netapp', 'ontap_tools', '-'], ['Application', 'netapp', 'snapcenter', '-'], ['Application', 'siemens', 'capital', '-'], ['Application', 'siemens', 'cosmos', '-'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '*'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '-'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '4.0'], ['Application', 'siemens', 'desigo_consumption_control_advanced_reporting', '4.1'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'debian', 'debian_linux', '10.0'], ['Operating System', 'debian', 'debian_linux', '11.0'], ['Operating System', 'fedoraproject', 'fedora', '35']]"
LockBit,CVE-2021-45105,3.1,5.9 ,"Apache Log4j2 versions 2.0-alpha1 through 2.16.0 (excluding 2.12.3 and 2.3.1) did not protect from uncontrolled recursion from self-referential lookups. This allows an attacker with control over Thread Context Map data to cause a denial of service when a crafted string is interpreted. This issue was fixed in Log4j 2.17.0, 2.12.3, and 2.3.1.",Network,High,None,None,None,None,High,"[['Application', 'oracle', 'business_intelligence', '5.5.0.0.0'], ['Application', 'oracle', 'communications_diameter_signaling_router', '*'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.3'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.4'], ['Application', 'oracle', 'communications_service_broker', '6.2'], ['Application', 'oracle', 'agile_engineering_data_management', '6.2.1.0'], ['Application', 'oracle', 'agile_plm', '9.3.6'], ['Application', 'oracle', 'agile_plm_mcad_connector', '3.6'], ['Application', 'oracle', 'autovue_for_agile_product_lifecycle_management', '21.0.2'], ['Application', 'oracle', 'banking_deposits_and_lines_of_credit_servicing', '2.12.0'], ['Application', 'oracle', 'banking_enterprise_default_management', '2.7.1'], ['Application', 'oracle', 'business_intelligence', '5.5.0.0.0'], ['Application', 'oracle', 'communications_diameter_signaling_router', '*'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.3'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.4'], ['Application', 'oracle', 'communications_service_broker', '6.2'], ['Operating System', 'sonicwall', '6bk1602-0aa12-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'sonicwall', '6bk1602-0aa12-0tp0', '-'], ['Operating System', 'sonicwall', '6bk1602-0aa22-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'sonicwall', '6bk1602-0aa22-0tp0', '-'], ['Operating System', 'sonicwall', '6bk1602-0aa32-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'sonicwall', '6bk1602-0aa32-0tp0', '-'], ['Operating System', 'sonicwall', '6bk1602-0aa42-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'sonicwall', '6bk1602-0aa42-0tp0', '-'], ['Operating System', 'sonicwall', '6bk1602-0aa52-0tp0_firmware', 'versions up to (excluding) 2.7'], ['Hardware Devices', 'sonicwall', '6bk1602-0aa52-0tp0', '-'], ['Application', 'sonicwall', 'email_security', 'versions up to (including) 10.0'], ['Application', 'sonicwall', 'network_security_manager', '*'], ['Application', 'sonicwall', 'network_security_manager', '*'], ['Application', 'sonicwall', 'web_application_firewall', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'netapp', 'cloud_manager', '-'], ['Operating System', 'debian', 'debian_linux', '10.0'], ['Operating System', 'debian', 'debian_linux', '11.0']]"
LockBit,CVE-2021-44832,3.1,6.6 ,"Apache Log4j2 versions 2.0-beta7 through 2.17.0 (excluding security fix releases 2.3.2 and 2.12.4) are vulnerable to a remote code execution (RCE) attack when a configuration uses a JDBC Appender with a JNDI LDAP data source URI when an attacker has control of the target LDAP server. This issue is fixed by limiting JNDI data source names to the java protocol in Log4j2 versions 2.17.1, 2.12.4, and 2.3.2.",Network,High,High,None,High,High,High,"[['Application', 'oracle', 'communications_diameter_signaling_router', '*'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.3'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.4'], ['Application', 'oracle', 'primavera_gateway', '*'], ['Application', 'oracle', 'primavera_gateway', '*'], ['Application', 'oracle', 'communications_brm_-_elastic_charging_engine', 'versions up to (excluding) 12.0'], ['Application', 'oracle', 'communications_brm_-_elastic_charging_engine', '12.0.0.5.0'], ['Application', 'oracle', 'communications_diameter_signaling_router', '*'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.3'], ['Application', 'cisco', 'cloudcenter', '4.10.0.16'], ['Application', 'oracle', 'communications_diameter_signaling_router', '*'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.3'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.4'], ['Application', 'oracle', 'primavera_gateway', '*'], ['Application', 'oracle', 'primavera_gateway', '*'], ['Application', 'oracle', 'communications_diameter_signaling_router', '*'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.3'], ['Application', 'oracle', 'communications_interactive_session_recorder', '6.4'], ['Application', 'oracle', 'primavera_gateway', '*'], ['Application', 'oracle', 'primavera_gateway', '*'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'fedoraproject', 'fedora', '34'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*']]"
LockBit,CVE-2021-26855,3.1,9.8 ,"Microsoft Exchange Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26857, CVE-2021-26858, CVE-2021-27065, CVE-2021-27078.",Network,Low,None,None,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
LockBit,CVE-2022-30190,3.1,7.8 ,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability.,Local,Low,None,Required,High,High,High,"[['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '20h2'], ['Operating System', 'microsoft', 'windows_10', '21h1'], ['Operating System', 'microsoft', 'windows_10', '21h2'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_11', '-'], ['Operating System', 'microsoft', 'windows_11', '-'], ['Operating System', 'microsoft', 'windows_7', '-']]"
LockBit,CVE-2022-37972,3.1,7.5 ,Microsoft Endpoint Configuration Manager Spoofing Vulnerability.,Network,Low,None,None,None,High,None,"[['Application', 'microsoft', 'endpoint_configuration_manager', '*']]"
LockBit,CVE-2021-27065,3.1,7.8 ,"Microsoft Exchange Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, CVE-2021-27078.",Local,Low,None,Required,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
LockBit,CVE-2020-12812,3.1,9.8 ,"An improper authentication vulnerability in SSL VPN in FortiOS 6.4.0, 6.2.0 to 6.2.3, 6.0.9 and below may result in a user being able to log in successfully without being prompted for the second factor of authentication (FortiToken) if they changed the case of their username.",Network,Low,None,None,High,High,High,"[['Operating System', 'fortinet', 'fortios', 'versions up to (excluding) 6.0'], ['Operating System', 'fortinet', 'fortios', '*'], ['Operating System', 'fortinet', 'fortios', '6.4.0']]"
LockBit,CVE-2019-5591,3.1,6.5 ,A Default Configuration vulnerability in FortiOS may allow an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating the LDAP server.,Adjacent,Low,None,None,High,None,None,"[['Operating System', 'fortinet', 'fortios', 'versions up to (including) 6.2']]"
LockBit,CVE-2020-0688,3.1,8.8 ,"A remote code execution vulnerability exists in Microsoft Exchange software when the software fails to properly handle objects in memory, aka 'Microsoft Exchange Memory Corruption Vulnerability'.",Network,Low,Low,None,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2010'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
LockBit,CVE-2020-17144,3.1,8.4 ,"Microsoft Exchange Remote Code Execution Vulnerability This CVE ID is unique from CVE-2020-17117, CVE-2020-17132, CVE-2020-17141, CVE-2020-17142.",Network,Low,High,Required,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2010']]"
LockBit,CVE-2019-1579,3.0,8.1 ,"Remote Code Execution in PAN-OS 7.1.18 and earlier, PAN-OS 8.0.11-h1 and earlier, and PAN-OS 8.1.2 and earlier with GlobalProtect Portal or GlobalProtect Gateway Interface enabled may allow an unauthenticated remote attacker to execute arbitrary code.",Network,High,None,None,High,High,High,"[['Operating System', 'paloaltonetworks', 'pan-os', 'versions up to (including) 7.1'], ['Operating System', 'paloaltonetworks', 'pan-os', '*'], ['Operating System', 'paloaltonetworks', 'pan-os', '*']]"
LockBit,CVE-2019-9670,3.0,9.8 ,"mailboxd component in Synacor Zimbra Collaboration Suite 8.7.x before 8.7.11p10 has an XML External Entity injection (XXE) vulnerability, as demonstrated by Autodiscover/Autodiscover.xml.",Network,Low,None,None,High,High,High,"[['Application', 'synacor', 'zimbra_collaboration_suite', '*'], ['Application', 'synacor', 'zimbra_collaboration_suite', '8.7.11'], ['Application', 'synacor', 'zimbra_collaboration_suite', '8.7.11'], ['Application', 'synacor', 'zimbra_collaboration_suite', '8.7.11'], ['Application', 'synacor', 'zimbra_collaboration_suite', '8.7.11'], ['Application', 'synacor', 'zimbra_collaboration_suite', '8.7.11']]"
LockBit,CVE-2020-4006,3.1,9.1 ,"VMware Workspace One Access, Access Connector, Identity Manager, and Identity Manager Connector address have a command injection vulnerability.",Network,Low,High,None,High,High,High,"[['Application', 'vmware', 'identity_manager', '3.3.1'], ['Application', 'vmware', 'identity_manager', '3.3.2'], ['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager_connector', '3.3.1'], ['Application', 'vmware', 'identity_manager_connector', '3.3.2'], ['Application', 'vmware', 'one_access', '20.01'], ['Application', 'vmware', 'one_access', '20.10'], ['Application', 'vmware', 'identity_manager_connector', '3.3.1'], ['Application', 'vmware', 'identity_manager_connector', '3.3.2'], ['Application', 'vmware', 'identity_manager_connector', '3.3.3'], ['Operating System', 'microsoft', 'windows', '-'], ['Application', 'vmware', 'cloud_foundation', '4.0'], ['Application', 'vmware', 'cloud_foundation', '4.0.1'], ['Application', 'vmware', 'vrealize_suite_lifecycle_manager', '*']]"
LockBit,CVE-2021-1675,3.1,8.8 ,Windows Print Spooler Elevation of Privilege Vulnerability,Network,Low,None,Required,High,High,High,"[['Operating System', 'microsoft', 'windows_server_2008', '-'], ['Operating System', 'microsoft', 'windows_server_2008', 'r2'], ['Operating System', 'microsoft', 'windows_server_2012', '-'], ['Operating System', 'microsoft', 'windows_server_2012', 'r2'], ['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '20h2'], ['Operating System', 'microsoft', 'windows_10', '21h1'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_10', '1909'], ['Operating System', 'microsoft', 'windows_10', '2004'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '-'], ['Operating System', 'microsoft', 'windows_server_2008', '-'], ['Operating System', 'microsoft', 'windows_server_2008', 'r2'], ['Operating System', 'microsoft', 'windows_server_2012', '-'], ['Operating System', 'microsoft', 'windows_server_2012', 'r2']]"
LockBit,CVE-2021-34527,3.1,8.8 ,Windows Print Spooler Remote Code Execution Vulnerability,Network,Low,Low,None,High,High,High,"[['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '20h2'], ['Operating System', 'microsoft', 'windows_10', '21h1'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_10', '1909'], ['Operating System', 'microsoft', 'windows_10', '2004'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '-']]"
LockBit,CVE-2021-36958,3.1,7.8 ,"Windows Print Spooler Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-36936, CVE-2021-36947.",Local,Low,None,Required,High,High,High,"[['Operating System', 'microsoft', 'windows', '-']]"
LockBit,CVE-2018-13374,3.0,8.8 ,"A Improper Access Control in Fortinet FortiOS 6.0.2, 5.6.7 and before, FortiADC 6.1.0, 6.0.0 to 6.0.1, 5.4.0 to 5.4.4 allows attacker to obtain the LDAP server login credentials configured in FortiGate via pointing a LDAP server connectivity test request to a rogue LDAP server instead of the configured one.",Network,Low,Low,None,High,High,High,"[['Operating System', 'fortinet', 'fortios', 'versions up to (including) 5.6'], ['Operating System', 'fortinet', 'fortios', '*']]"
LockBit,CVE-2021-22123,3.1,8.8 ,"An OS command injection vulnerability in FortiWeb's management interface 6.3.7 and below, 6.2.3 and below, 6.1.x, 6.0.x, 5.9.x may allow a remote authenticated attacker to execute arbitrary commands on the system via the SAML server configuration page.",Network,Low,Low,None,High,High,High,"[['Application', 'fortinet', 'fortiweb', '*'], ['Application', 'fortinet', 'fortiweb', '*']]"
LockBit,CVE-2020-29015,3.1,9.8 ,"A blind SQL injection in the user interface of FortiWeb 6.3.0 through 6.3.7 and version before 6.2.4 may allow an unauthenticated, remote attacker to execute arbitrary SQL queries or commands by sending a request with a crafted Authorization header containing a malicious SQL statement.",Network,Low,None,None,High,High,High,"[['Application', 'fortinet', 'fortiweb', 'versions up to (excluding) 6.2'], ['Application', 'fortinet', 'fortiweb', '*']]"
LockBit,CVE-2019-1653,3.1,7.5 ,"A vulnerability in the web-based management interface of Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers could allow an unauthenticated, remote attacker to retrieve sensitive information. The vulnerability is due to improper access controls for URLs. An attacker could exploit this vulnerability by connecting to an affected device via HTTP or HTTPS and requesting specific URLs. A successful exploit could allow the attacker to download the router configuration or detailed diagnostic information. Cisco has released firmware updates that address this vulnerability.",Network,Low,None,None,High,None,None,"[['Operating System', 'cisco', 'rv320_firmware', '1.4.2.15'], ['Operating System', 'cisco', 'rv320_firmware', '1.4.2.17'], ['Hardware Devices', 'cisco', 'rv320', '-'], ['Operating System', 'cisco', 'rv325_firmware', '1.4.2.15'], ['Operating System', 'cisco', 'rv325_firmware', '1.4.2.17'], ['Hardware Devices', 'cisco', 'rv325', '-']]"
LockBit,CVE-2019-7609,3.1,0.0 ,Kibana versions before 5.6.15 and 6.6.1 contain an arbitrary code execution flaw in the Timelion visualizer. An attacker with access to the Timelion application could send a request that will attempt to execute javascript code. This could possibly lead to an attacker executing arbitrary commands with permissions of the Kibana process on the host system.,Network,Low,None,None,High,High,High,"[['Application', 'redhat', 'openshift_container_platform', '3.11'], ['Application', 'redhat', 'openshift_container_platform', '4.1'], ['Application', 'elastic', 'kibana', 'versions up to (excluding) 5.6'], ['Application', 'elastic', 'kibana', '*']]"
LockBit,CVE-2020-14882,3.1,9.8 ,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Console). Supported versions that are affected are 10.3.6.0.0, 12.1.3.0.0, 12.2.1.3.0, 12.2.1.4.0 and 14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server. Successful attacks of this vulnerability can result in takeover of Oracle WebLogic Server. CVSS 3.1 Base Score 9.8 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).",Network,Low,None,None,High,High,High,"[['Application', 'oracle', 'weblogic_server', '10.3.6.0.0'], ['Application', 'oracle', 'weblogic_server', '12.1.3.0.0'], ['Application', 'oracle', 'weblogic_server', '12.2.1.3.0'], ['Application', 'oracle', 'weblogic_server', '12.2.1.4.0'], ['Application', 'oracle', 'weblogic_server', '14.1.1.0.0']]"
